Unique_Name,Unique_RA,Unique_DEC,Name_RK,RAJ2000_RK,DEJ2000_RK, Type1_RK, Type2_RK, mag1_RK, Orb_Per_RK, Distance_RK, 5%_RK, 95%_RK, Name_DS, RAJ2000_DS, DEJ2000_DS, PM-RA_DS, PM-RAerr_DS, PM-Dec_DS, PM-Decerr_DS, Epoch_DS, l_DS, b_DS, Type_DS, Period_DS, Outburst_DS, Cluster_DS, Mag. Range_DS, Coord-Ref_DS, PM-Ref_DS, Type-Ref_DS, Chart-Ref_DS, Spect-Ref_DS, Period-Ref_DS, Other-Name_DS, IUE_DS, HST_DS, ARIEL5_DS, HEAO1_DS, HEAO2_DS, EXOSAT_DS, ROSAT_DS, GINGA_DS, ASCA_DS, EUVE_DS, Same_Name, Link_Name_SIMBAD, Link_Coord_SIMBAD
NGC 104-W15,00 24 08.3,-72 05 00,NGC 104-W15,00 24 08.3,-72 05 00, CV,   ,  nan, 0.176400, nan, nan, nan, Tuc, 00 24 07.92, -72 04 54.8, , , , , ,306,-45, cv:, , , G, -, 2005-25, , 2005-25*, , , , NGC 104-W20, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 07.92++-72 04 54.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NGC 104-W8,00 24 10.5,-72 04 26,NGC 104-W8,00 24 10.5,-72 04 26, CV,   ,  nan, 0.119270, nan, nan, nan, Tuc, 00 24 10.05, -72 04 41.2, , , , , ,306,-45, cv:, , , G, -, 2005-25, , 2005-25*, , , , NGC 104-W10, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 10.05++-72 04 41.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NGC 104-W71,00 24 10.6,-72 05 16,NGC 104-W71,00 24 10.6,-72 05 16, CV,   ,  nan, 0.098770, nan, nan, nan, Tuc, 00 24 10.38, -72 05 17.2, , , , , ,306,-45, cv:, 0.09877, , G, 20.9V-, 2003-78, , 2003-78, A9999-99*, , 2003-78, NGC 104-W71, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 10.38++-72 05 17.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NGC 104-W120,00 24 10.8,-72 06 20,NGC 104-W120,00 24 10.8,-72 06 20, CV,   ,  nan, 0.220000, nan, nan, nan, Tuc, 00 24 10.81, -72 06 19.9, , , , , ,306,-45, cv, , , G, 22.7V-, 2003-78, , 2003-78, A9999-99, , *, NGC 104-W120, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 10.81++-72 06 19.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NGC 104-W2,00 24 15.6,-72 04 36,NGC 104-W2,00 24 15.6,-72 04 36, CV,   , 11.98, 0.262000, 6855.77, 2163.26, 3908.77, Tuc, 00 24 15.63, -72 04 36.3, , , , , ,306,-45, cv,262, , G, 21.5V-, 2003-78, , 2003-78, A9999-99*, , 2003-78, NGC 104-W2, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 15.63++-72 04 36.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NGC 104-W1,00 24 16.7,-72 04 27,NGC 104-W1,00 24 16.7,-72 04 27, CV,   , 12.68, 0.240500, 592.15, 148.21, 301.97, Tuc, 00 24 15.63, -72 04 36.3, , , , , ,306,-45, cv,262, , G, 21.5V-, 2003-78, , 2003-78, A9999-99*, , 2003-78, NGC 104-W2, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 24 15.63++-72 04 36.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
FL Psc,00 25 11.1124409470,+12 17 12.386745725,FL Psc,00 25 11.1,+12 17 12, DN, SU, 17.53, 0.056540, 153.89, 4.98, 5.33, Psc, 00 25 11.07, +12 17 12.1,-67, ,-43, , 2004.71,113,-50, ugwz, , , , 10.5V-17.5B, 2004-110, 2004-110, 2006-09, 2004-63, 2006-09S, *, ASAS J002511+1217.2, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 25 11.07+++12 17 12.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0039+0054,00 39 41.0682701952,+00 54 27.693835520,J0039+0054,00 39 41.1,+00 54 28, DN,   , 20.89, 0.063469, -0.75, 0.01, 0.01, Cet, 00 39 41.07, +00 54 27.7, 0.00677, 0.0039, -0.0251, 0.00389,2002677,117,-62, cv, , , , 20.6s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S, , SDSS J003941+005427, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 39 41.07+++00 54 27.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0043-0037,00 43 35.1341063056,-00 37 29.852591323,J0043-0037,00 43 35.1,-00 37 30, DN, ZZ, 19.88, 0.057170, 407.81, 121.83, 307.11, Cet, 00 43 35.14, -00 37 29.8, 0.0268, 0.0039, 0.01132, 0.0039,2001786,119,-63, cv, , , , 19.8s-, 2006-22, 2006-22, 2004-45, A9999-99, 2004-45S, *, SDSS J004335-003729, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 43 35.14++-00 37 29.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
GS Cet,00 50 50.8726917028,+00 09 12.501229661,GS Cet,00 50 50.9,+00 09 13, DN,   ,  nan, 0.056000, nan, nan, nan, Cet, 00 50 50.88, +00 09 12.7, -0.00992, 0.0039, -0.01298, 0.00389,2002677,123,-63, cv, , , , 20.4s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S, , SDSS J005050+000912, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 50 50.88+++00 09 12.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0129+3842,01 29 40.0646985004,+38 42 10.442374016,J0129+3842,01 29 40.1,+38 42 10, AC, DN, 19.93, 0.026080, 797.24, 368.34, 2718.74, And, 01 29 40.06, +38 42 10.4, , , , , ,131,-24, ibwd, , , , 19.8s-, 2005-69, , 2005-69, A9999-99, 2005-69S, , SDSS J012940+384210, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 29 40.06+++38 42 10.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
GY Cet,01 31 32.3909328899,-09 01 22.324528691,GY Cet,01 31 32.4,-09 01 22, DN, ZZ, 18.56, 0.056630, 308.31, 35.07, 46.76, Cet, 01 31 32.39, -09 01 22.3, -0.0145, 0.0039, -0.00179, 0.00389,2000735,153,-70, cv,68, , , 18.3s-, 2006-22, 2006-22, 2003-22, A9999-99, 2003-22S, 2003-22, SDSS J013132-090122, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 31 32.39++-09 01 22.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
GZ Cet,01 37 01.0695814391,-09 12 34.719192930,GZ Cet,01 37 01.1,-09 12 35, DN, SU, 18.37, 0.055351, 284.34, 28.70, 33.65, Cet, 01 37 01.07, -09 12 34.8, -0.03219, 0.0039, -0.0539, 0.00389,2000738,156,-69, ugsu, 0.055351, , , 12.5V-18.6V, 2006-22, 2006-22, 2004-35, A9999-99, 2003-22S, 2004-35, SDSS J013701-091235, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 37 01.07++-09 12 34.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0139+0559,01 41 39.9218208682,+06 14 37.495344987,0139+0559,01 41 40.0,+06 14 37, NL, UX, 15.07, 0.169200, 1346.27, 168.46, 206.55, Psc, 01 41 39.92, +06 14 37.4, 0.0051, 0.0057, -0.0012, 0.0063,2000,145,-54, nl/ugz:, 0.1692, , , 15.2B-, 2004-105*, 2004-105, 2005-40, 2005-40, 2005-40S, 2005-40, HS 0139+0559, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 41 39.92+++06 14 37.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
FZ Cet,01 42 25.2,-22 15 57,FZ Cet,01 42 25.3,-22 15 58, DN, SU, 18.24, 0.058000, 351.02, 31.71, 38.17, Cet, 01 42 25.28, -22 15 58.3,-2,3,26,3,2000,193,-77, ugsu, , , , 12.2p-18.7B, 2003-115, 2003-115, 2005-80, A9999-99, , , NSV 601,  PHL 3638, , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 42 25.28++-22 15 58.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
FI Cet,01 51 18.59,-02 23 00.1,FI Cet,01 51 18.6,-02 23 01, DN, SU,  nan, 0.055870, nan, nan, nan, Cet, 01 51 18.57, -02 23 00.7, 0.03,23,-24,4,2000,156,-61, ugsu:, , , , 14.0V-20.7V, 2003-115, 2003-115, 2002-18, 2002-16, 2002-16X, , ROTSE3 J015118, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 51 18.57++-02 23 00.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BG Ari,01 51 51.8724366873,+14 00 47.172031083,BG Ari,01 51 51.9,+14 00 47, DN, SU, 19.74, 0.082420, 2415.42, 1682.85, 4735.76, Ari, 01 51 51.87, +14 00 47.2, 0.03159, 0.0039, -0.00742, 0.0039,1999781,144,-46, ug, , , , 15.7p-20.3s, 2006-22, 2006-22, 2001-73, 1986-06*, 2002-05S, , SDSSp J015151+140047, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 51 51.87+++14 00 47.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0153+7446,01 53 21.0107193369,+74 46 22.017412363,J0153+7446,01 53 20.9,+74 46 22, NL, IP, 16.55, 0.164150, 1645.49, 203.91, 259.04, Cas, 01 53 20.76, +74 46 22.2, , , , , ,127,12, dq, 0.16415, , , 16.4V- , ICRS, , 2000-02, A9999-99, 2000-01S, 2002-19, RX J0153.3+7446, , Y, , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 53 20.76+++74 46 22.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0154-5947,01 54 00.9316334950,-59 47 49.095341966,J0154-5947,01 54 01.0,-59 47 49, NL, AM, 15.84, 0.055600, 323.42, 5.44, 5.64, Hyi, 01 54 01.0, -59 47 49., , , , , ,289,-56, am, 0.0556, , , 17.0V- , ICRS, , 1999-12, A9999-99, 1999-12S:, 1993-43, RXS J0154.0-5947, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 54 01.0++-59 47 49.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
FL Cet,01 55 43.4035546376,+00 28 07.157100597,FL Cet,01 55 43.4,+00 28 07, NL, AM, 17.99, 0.060516, 322.71, 22.53, 23.74, Cet, 01 55 43.44, +00 28 06.4, , , , , ,155,-58, am/nl, 0.060516, , , 14.7p-17.6p, ICRS, , 2002-05, A9999-99*, , 2005-03, SDSSp J015543+002807, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 55 43.44+++00 28 06.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BS Tri,02 09 29.8097438682,+28 32 29.148038102,BS Tri,02 09 29.8,+28 32 29, NL, AM, 17.97, 0.066855, 273.50, 15.48, 17.72, Tri, 02 09 29.80, +28 32 29.3,-4,1,-22,4,2000,143,-31, am, 0.066855, , , 18.4B-, 2003-115, 2003-115, 2005-104, 2001-60, 2001-60S, 2005-125, 1RXS J020928+283243, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 09 29.80+++28 32 29.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
AX For,02 19 27.9953475569,-30 45 45.819085100,AX For,02 19 28.0,-30 45 46, DN, SU, 17.80, 0.078500, 340.03, 29.17, 37.91, For, 02 19 27.97, -30 45 45.9, -0.0092, 0.0183, -0.0155, 0.0109, 1991.25,229,-70, ugsu, , , , 12.2V-17.8b, 2004-109, 2004-109, 2006-07, 2004-77, , *, 2QZ J021927.9-304545, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 19 27.97++-30 45 45.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V572 And,02 22 16.40,+41 22 59.9,V572 And,02 22 16.4,+41 23 00, DN, SU,  nan, 0.054870, nan, nan, nan, And, 02 22 16.4, +41 22 59.9, , , , , ,141,-18, ug, , , , 15.5c-<16.5c, 2005-101, , 2005-101, A9999-99*, 2005-101X, *, TSS J022216.4+412260, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 22 16.4+++41 22 59.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0220+0603,02 23 01.6664832410,+06 16 49.638525927,0220+0603,02 23 01.6,+06 16 52, NL, UX, 17.05, 0.149208, 756.05, 103.56, 134.10, Cet, 02 23 01.6, +06 16 51.7, , , , , ,160,-50, nl, 0.1492, , , 16.3B-19.3B, 2005-41, , 2005-41, 2005-41, , 2005-09, HS 0220+0603, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 23 01.6+++06 16 51.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
CW Hyi,02 30 51.1492190239,-68 42 05.439635529,CW Hyi,02 30 51.1,-68 42 05, NL, AM, 17.37, 0.126250, 573.71, 40.90, 48.04, Hyi, 02 30 51.08, -68 42 05.4, , , , , ,290,-46, am, 0.12625, , , 16.0V-18.0V, ICRS, , 2000-29, 2002-118, 2002-118S, 2002-102, 1RXS J023053-684203, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 30 51.08++-68 42 05.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
HO Cet,02 33 21.4,-10 47 05,HO Cet,02 33 21.4,-10 47 04, DN, SU,  nan, 0.054900, nan, nan, nan, Cet, 02 33 21.41, -10 47 04.1, , , , , ,184,-61, ugwz, , , , 12.1V-, 2006-17, , 2006-21, 2006-18*, 2006-19X:, , ASAS 023322-1047.0, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 33 21.41++-10 47 04.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
HP Cet,02 33 22.6016893265,+00 50 59.597993967,HP Cet,02 33 22.6,+00 51 00, NL, LI, 20.16, 0.066280, 2467.26, 1750.70, 4656.60, Cet, 02 33 22.61, +00 50 59.6, -0.00411, 0.0039, -0.00748, 0.00389,2002677,168,-53, cv, , , , 19.9s-, 2006-22, 2006-22, 2002-05, A9999-99, 2002-05S, , SDSSp J023322+005059, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 33 22.61+++00 50 59.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0229+8016,02 35 58.2098796678,+80 29 44.284972887,0229+8016,02 35 58.3,+80 29 44, NL, UX, 13.97, 0.161490, 486.64, 8.03, 8.52, Cep, 02 35 58.18, +80 29 44.5,14,2,8,2,2000,127,19, nl/ugz:, 0.16149, , , 13.7B-15.0B, 2003-115, 2003-115, 2005-40, 2005-40, 2005-40S, 2005-40, HS 0229+8016, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 35 58.18+++80 29 44.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
AY For,02 42 34.81584,-28 02 43.9512,AY For,02 42 34.8,-28 02 44, DN, SU, 18.30, 0.074600, 504.41, 83.00, 125.46, For, 02 42 34.79, -28 02 43.7,-14,4,-16,4,2000,222,-65, ugsu, 0.0746, , , 18.4V-20.8V, 2003-115, 2003-115, 2006-12, 2002-117, 2002-117S, 2004-10, Ha0242-2802, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 42 34.79++-28 02 43.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BB Ari,02 44 57.7772421826,+27 31 09.180502936,BB Ari,02 44 57.7,+27 31 09, DN, SU, 18.45, 0.072000, 359.34, 35.98, 43.76, Ari, 02 44 57.78, +27 31 09.3,22,5,-8,3,2000,152,-29, ugsu, , , , 12.p-<16.p, 2003-115, 2003-115, 2004-70*, A9999-99*, , *, NSV 907, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 44 57.78+++27 31 09.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
KY Eri,03 10 51.666,-07 55 00.29,KY Eri,03 10 51.7,-07 55 00, DN, SU,  nan, 0.066300, nan, nan, nan, Eri, 03 10 51.67, -07 55 00.3, 0.00292, 0.0039, -0.01498, 0.00389,1999784,189,-52, ugsu, , , , 15.5s-20.7V, 2006-22, 2006-22, 2004-50, A9999-99, 2003-22S, , SDSS J031051-075500, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=03 10 51.67++-07 55 00.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0333-4451,03 33 20.6,-44 51 42,J0333-4451,03 33 20.6,-44 51 42, DN, SU, 18.44, 0.062880, 4507.59, 2033.27, 3956.30, Hor, 03 33 20.6, -44 51 42, , , , , ,253,-53, cv,67, , , -, 2005-10, , 2005-10, , , 2005-10, CTCV J0333-4451, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=03 33 20 ++-44 51 42 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0354-1652,03 54 10.3094205046,-16 52 50.035258866,J0354-1652,03 54 10.3,-16 52 50, NL, AM, 17.39, 0.033600, 324.79, 20.11, 22.48, Eri, 03 54 10.30, -16 52 50.2,-4,3, -0.11,3,2000,209,-47, ug, , , , 16.0V-18.4v, 2003-115, 2003-115, 2002-118, 2002-118*, 2002-118S, , 1RXS J035410-165244, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=03 54 10.30++-16 52 50.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1294 Tau,04 00 37.2550232837,+06 22 45.917064376,V1294 Tau,04 00 37.3,+06 22 46, NL, VY, 16.15, 0.149500, 1376.35, 251.65, 384.58, Tau2, 04 00 37.23, +06 22 46.3, , , , , ,184,-33, nl/dq:, 0.1495, , , 14.6V-15.5V, ICRS, , 2001-54, 1984-12, 1993-03S, 2001-43, KUV 03580+0614, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 00 37.23+++06 22 46.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
LT Eri,04 07 14.7816713667,-06 44 25.164770630,LT Eri,04 07 14.8,-06 44 25, DN, NS, 17.24, 0.170170, 680.98, 60.48, 73.78, Eri, 04 07 14.78, -06 44 25.2, 0.00405, 0.0039, -0.00288, 0.00389,2000735,198,-39, ug, 0.17017, , , 15.0V-17.1V, 2006-22, 2006-22, 2005-11, A9999-99, 2003-22S, 2005-11, SDSS J040714-064425, , , , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 07 14.78++-06 44 25.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V342 Cam,04 23 32.8345501088,+74 52 50.037845263,V342 Cam,04 23 32.9,+74 52 50, DN, SU, 17.65, 0.075310, 284.64, 14.05, 15.27, Cam, 04 23 32.80, +74 52 50.3, 0.02,4,8,3,2000,136,17, cv, 0.0722, , , 16.7B-, 2003-115, 2003-115, 2001-60, 2001-60, 2001-60S, 2005-42, 1RXS J042332+745300, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 23 32.80+++74 52 50.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0425-5714,04 25 38.6075199684,-57 14 36.210122720,J0425-5714,04 25 38.7,-57 14 37, NL, AM, 17.04, 0.059598, 566.60, 36.03, 44.71, Dor, 04 25 38.64, -57 14 36.8, , , , , ,267,-42, am, 0.059598, , , 19.1B- , ICRS, , 1998-04, 1998-04, 1998-04S, 1998-04, EUVE J0425-5714, , , , , , , , , , Y,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 25 38.64++-57 14 36.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
IW Eri,04 25 55.24,-19 45 30.1,IW Eri,04 25 55.2,-19 45 30, NL, AM, 19.86, 0.060500, 353.15, 79.20, 134.34, Eri, 04 25 55.18, -19 45 30.4,-34,4,-38,4,2000,216,-41, am, , , , 16.6v- , 2003-115, 2003-115, 2000-29, 2002-118, 2002-118S, *, 1RXS J042556-194534, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 25 55.18++-19 45 30.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0455+8315,05 06 48.2812301031,+83 19 23.253989917,0455+8315,05 06 48.5,+83 19 23, NL, VY, 15.07, 0.148724, 784.00, 28.49, 31.37, Cep, 05 06 48.29, +83 19 23.1, , , , , ,129,24, nl, 0.148728, , , 14.7V-, ICRS, , 2002-63, 2005-41, 2002-63S, 2002-63, HS 0455+8315, , Y, , , , , , , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 06 48.29+++83 19 23.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0506+7725,05 13 36.5689890507,+77 28 42.782067452,0506+7725,05 13 36.5,+77 28 44, NL, VY, 15.19, 0.147700, 995.87, 48.30, 53.97, Cam, 05 13 36.54, +77 28 42.8, , , , , ,135,21, vy, 0.1477, , , 15.1B-18.5B, ICRS, , 2005-40, 2005-40, 2005-40S, 2005-40, HS 0506+7725, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 13 36.54+++77 28 42.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0524+4244,05 24 30.4642271134,+42 44 50.461233137,J0524+4244,05 24 30.5,+42 44 51, NL, AM, 17.11, 0.109148, 589.39, 57.15, 66.25, Aur, 05 24 30.48, +42 44 50.2, , , , , ,166,4, am/dq, 0.109148, , , -, ICRS, , 2002-111, A9999-99, , 2004-103, 1RXS J052430+424449, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 24 30.48+++42 44 50.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V391 Cam,05 32 33.8649195608,+62 47 52.125642480,V391 Cam,05 32 33.9,+62 47 52, DN, SU, 15.53, 0.056200, 164.36, 1.91, 2.04, Cam, 05 32 33.87, +62 47 52.1, , , , , ,149,16, ugsu, , , , 11.6p-16R, 2005-33, , 2005-33, 2005-33, , *, 1RXS J053234+624755, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 32 33.87+++62 47 52.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BC Dor,05 46 14.9654006956,-68 35 23.810406150,BC Dor,05 46 15.0,-68 35 24, DN, NS, 18.81, 0.066800, 385.68, 34.50, 42.09, Dor, 05 46 15.19, -68 35 24.0, , , , , ,279,-31, ugsu, , , , 14.V-19.0V, ICRS*, , 2005-99, 1994-70*, 2002-40S, *, CAL 86, , , , , , , Y, , , ,0,, http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 46 15.19++-68 35 24.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
