GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
EF Tuc,  00 06,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Scl,  01 09 59.21,  -27 45 23.4,  ,  ,  ,  ,  ,  223,  -86,  cv,  ,  ,  ,  19.9b-,  ICRS,  ,  2001-49,  A9999-99*,  2001-49S,  ,  2QZ J010946.1-274524,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Psc,  01 10 11.27,  +28 01 25.5,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  2002-19*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HT Cas,  01 11 57.59,  +60 04 35.7,  0.0278,  5,  -0.0097,  5,  2000,  125,  -2,  ugsu,  0.073647,  ,  ,  10.8v-18.4v,  2004-106,  2004-106,  1987-20,  1983-12,  1983-12S,  1991-32,  S 3343,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  Y,  ,  
FN And,  01 12 59.89,  +35 17 24.1,  -0.0027,  5,  -0.0025,  5,  2000,  128,  -27,  ug,  ,  ,  ,  13.5p-19.3V,  1987-28,  1987-28,  1987-04,  1987-04*,  2000-01S,  ,  S 9505,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V418 Cas,  01 14 44.,  +62 10 47.6,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  S 9142,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
FO And,  01 16 58.33,  +37 37 35.6,  24,  7,  -4,  6,  2000,  128,  -25,  ugsu,  0.07161,  ,  ,  13.5v-17.5v,  2003-115,  2003-115,  1995-41,  1987-04*,  1989-06S,  1996-73,  S 9508,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
WX Cet,  01 17 37.5,  -17 56 22.6,  -0.01,  3,  0,  5,  2000,  157,  -79,  ugwz,  0.05829,  ,  ,  9.5V-18.5V,  2003-115,  2003-115,  1987-08,  1987-08,  1981-03S,  2003-81,  BV 416,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,  
Psc,  01 18 25.6,  +05 10 40.,  ,  ,  ,  ,  ,  135,  -57,  n:,  ,  ,  ,  18.B-21.5B,  C00005,  ,  1977-05,  1977-05*,  1977-05X:,  ,  NSV 15271,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cas3,  01 21 32.6,  +63 42 08.,  ,  ,  ,  ,  ,  126,  1,  n:,  ,  ,  ,  10p-18p,  ICRS*,  ,  1990-19,  1962-03*,  ,  ,  ISV 0115+63,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AH Psc,  01 22 53.3,  +09 40 59.,  ,  ,  ,  ,  ,  135,  -52,  N:,  ,  ,  ,  9.5v-<14v,  1938-01*,  ,  T00000,  A9999-99*,  ,  ,  BD +8 215,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Hyi,  01 23 11.00,  -75 21 14.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  1995-72*,  ,  ,  ,  RX J012254.1-752117,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
TY Psc,  01 27 50.60,  +32 23 09.1,  0.0118,  5,  -0.0333,  5,  2000,  131,  -30,  ugsu,  0.06833,  ,  ,  11.7V-16.3V,  1987-28,  1987-28,  1987-20,  1987-04,  1985-07S,  1996-54,  S 10900,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
And,  01 28 08.37,  +38 08 12.6,  ,  ,  ,  ,  ,  131,  -24,  cv,  ,  ,  ,  17.3B- ,  ICRS,  ,  1999-16,  1998-23,  1999-16S,  ,  1RXS J0127+3808,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
AS Psc,  01 28 28.98,  +31 14 57.3,  ,  ,  ,  ,  ,  132,  -31,  ugsu:,  ,  1963.,  ,  16.6p-21.5p,  2002-37,  ,  2001-61,  2002-37*,  ,  ,  S 10828,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
And,  01 31 02.37,  +38 42 10.4,  ,  ,  ,  ,  ,  131,  -24,  ibwd,  ,  ,  ,  19.8s-,  2005-69,  ,  2005-69,  A9999-99,  2005-69S,  ,  SDSS J012940+384210,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KU Cas,  01 31 26.07,  +57 54 13.4,  2,  1,  16,  2,  2000,  128,  -4,  ugSS,  ,  ,  ,  13.3p-19.7B,  2003-115,  2003-115,  1987-04/T00000,  1987-04,  2000-01S,  ,  S 3883,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KT Per,  01 37 37.20,  +50 57 20.4,  0.0631,  1,  -0.0051,  0.0009,  2000,  130,  -11,  ugz,  0.162658,  ,  ,  10.6V-16.1V,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1999-62,  GR 91,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  
TX Tri,  01 39 15.74,  +30 02 48.8,  -4,  4,  -2,  0,  2000,  135,  -32,  ugss,  ,  ,  ,  14.5B-18.2B,  2003-115*,  2003-115,  1981-18,  1981-18,  2000-01X,  ,  SVS 2289,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
TU Tri,  01 39 52.27,  +31 24 15.1,  ,  ,  ,  ,  ,  135,  -30,  ug,  ,  ,  ,  14.8p-18.9V,  2005-126,  ,  1991-25*,  2005-126,  ,  *,  GR 287,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AR And,  01 46 48.46,  +37 56 32.7,  0.0091,  5,  -0.0207,  5,  2000,  134,  -23,  ug,  163,  ,  ,  11.0V-17.6V,  1987-28,  1987-28,  1995-41,  1983-12,  1983-12S,  1996-71,  Ross 346,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Tri,  01 48 07.89,  +31 52 24.7,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  2000-80*,  ,  ,  ,  RX J0146.8+3152,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Hyi,  01 55 10.41,  -59 47 49.,  ,  ,  ,  ,  ,  289,  -56,  am,  0.0556,  ,  ,  17.0V- ,  ICRS,  ,  1999-12,  A9999-99,  1999-12S:,  1993-43,  RXS J0154.0-5947,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cet,  01 58 24.7,  +00 28 06.4,  ,  ,  ,  ,  ,  155,  -58,  am/nl,  0.060516,  ,  ,  14.7p-17.6p,  ICRS,  ,  2002-05,  A9999-99*,  ,  2005-03,  SDSSp J015543+002807,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
UZ Tri,  01 59 40.71,  +33 31 30.,  ,  ,  ,  ,  ,  139,  -27,  N:,  ,  1980.,  ,  >14.2p-21.0p,  ICRS,  ,  T00000,  1986-14*,  ,  ,  S 10911,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
For,  01 59 50.2,  -28 10 40.6,  ,  ,  ,  ,  ,  221,  -75,  cv,  ,  ,  ,  12.0V-19.7b,  2004-77,  ,  2004-77*,  2004-77,  2004-77S,  ,  2QZ J015940.6-281040,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BO Cet,  02 06 44.51,  -02 03 42.5,  -0.0029,  5,  -0.0085,  5,  2000,  162,  -59,  nl,  0.1398,  ,  ,  14.4V-15.4V,  1987-28,  1987-28,  1990-25,  1990-25,  1995-07S,  2002-98,  Cet4,   1H 0204-023,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  
UV Per,  02 12 29.54,  +57 11 21.2,  0.0434,  5,  0.0321,  5,  2000,  133,  -4,  ugsu,  0.0649,  ,  ,  11.7V-17.9V,  2004-106,  2004-106,  1995-41,  1987-04,  1985-07S,  1997-38,  87.1911,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
LX And,  02 22 16.4,  +40 27 22.3,  -0.0041,  0.0059,  -0.0088,  0.0059,  2000,  141,  -19,  ug,  ,  ,  ,  13.5p-16.4p,  2004-105,  2004-105,  1999-52,  1982-16,  ,  ,  RRV-3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
And,  02 22 22.75,  +41 22 59.9,  ,  ,  ,  ,  ,  141,  -18,  ug,  ,  ,  ,  15.5c-<16.5c,  2005-101,  ,  2005-101,  A9999-99*,  2005-101X,  *,  TSS J022216.4+412260,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cep2,  02 22 39.98,  +78 54 38.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  2002-31*,  ,  ,  ,  NSV 786,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
RW Tri,  02 25 55.03,  +28 05 50.9,  0.0229,  0.0026,  -0.0206,  0.0023,  2000,  147,  -30,  ux,  0.231883,  ,  ,  12.6V-15.6V,  2004-105,  2004-105,  1995-41,  1983-12,  1983-12S,  1991-35,  5.1938,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
PQ And,  02 29 37.05,  +40 02 40.2,  34,  6,  24,  4,  2000,  143,  -19,  nr/ug,  ,  1988.22,  ,  10.1v-19V,  2003-115,  2003-115,  1990-26,  1990-26,  1988-05X:,  *,  TAV 0226+39,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cet,  02 33 22.61,  -10 47 04.1,  ,  ,  ,  ,  ,  184,  -61,  ugwz,  ,  ,  ,  12.1V-,  2006-17,  ,  2006-21,  2006-18*,  2006-19X:,  ,  ASAS 023322-1047.0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cet,  02 35 17.99,  +00 50 59.6,  -0.00411,  0.0039,  -0.00748,  0.00389,  2002677,  168,  -53,  cv,  ,  ,  ,  19.9s-,  2006-22,  2006-22,  2002-05,  A9999-99,  2002-05S,  ,  SDSSp J023322+005059,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
KW And,  02 35 40.44,  +41 14 02.6,  0,  4,  6,  1,  2000,  143,  -17,  UG,  ,  ,  ,  14.8p-22p,  2003-115,  2003-115,  1997-07,  1977-08,  1997-07S,  ,  SVS 2206,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
WW Hor,  02 42 09.1,  -52 19 13.4,  ,  ,  ,  ,  ,  272,  -58,  am,  0.080199,  ,  ,  17.6V-21.6V,  ICRS,  ,  1995-41,  1987-06,  1987-06S,  2002-134,  EXO 023432-5232.3,  ,  ,  ,  ,  ,  Y,  Y,  ,  ,  ,  
For,  02 42 51.23,  -28 02 43.7,  -14,  4,  -16,  4,  2000,  222,  -65,  ugsu,  0.0746,  ,  ,  18.4V-20.8V,  2003-115,  2003-115,  2006-12,  2002-117,  2002-117S,  2004-10,  Ha0242-2802,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
PT Per,  02 42 53.45,  +56 41 31.3,  ,  ,  ,  ,  ,  138,  -3,  ug,  ,  ,  ,  15p-18.5V,  ICRS,  ,  2000-95,  1987-04,  1992-06X*,  ,  S 9530,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
UW Tri,  02 46 02.33,  +33 31 26.3,  ,  ,  ,  ,  ,  149,  -24,  ugwz,  ,  1983.70,  ,  14.7p-22.6B,  2000-28,  ,  2001-27,  2000-28*,  ,  *,  SVS 2558,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
WX Ari,  02 48 30.,  +10 35 37.7,  0.0084,  0.0058,  -0.0165,  6,  2000,  164,  -43,  ux,  0.139351,  ,  ,  15.3V-15.8V,  2004-105,  2004-105,  1995-41,  1982-06,  1992-15S,  2000-105,  PG 0244+104,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
PY Per,  02 50 03.06,  +37 39 22.,  ,  ,  ,  ,  ,  147,  -20,  cv/UGZ,  0.1548,  ,  ,  13.8V-19.8V,  ICRS,  ,  1994-07/T00000,  1996-36*,  1994-07S,  1996-72,  S 9160,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cet,  02 50 25.31,  +01 09 30.7,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1993-21*,  ,  ,  ,  US 3215,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Oct,  02 51 17.71,  -87 30 22.4,  0.0128,  0.0034,  0.0023,  0.0032,  2000,  302,  -29,  nl,  ,  ,  ,  13.0p-14.0p,  2004-105,  2004-105,  2005-56,  2005-56,  2005-56S,  ,  LB 9963,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cet2,  02 52 22.8,  +05 37 47.7,  24,  6,  -22,  2,  2000,  169,  -46,  cv,  ,  ,  ,  16.2B-17.6V,  2003-115,  2003-115,  1986-06*,  1986-06,  1995-07S,  ,  PG 0248+054,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V502 Cas,  02 52 51.35,  +58 45 51.,  ,  ,  ,  ,  ,  138,  0,  UG:,  ,  ,  ,  16.1r-<17.0r,  ICRS,  ,  T00000,  1970-04*,  ,  ,  GR 195,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
VW For,  02 53 14.42,  -30 37 42.6,  ,  ,  ,  ,  ,  228,  -63,  am,  ,  ,  ,  >19.5j-20.5j,  ICRS,  ,  1994-11,  1994-11,  1994-11S,  ,  For4,   V0252-3037,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
SY For,  02 55 38.03,  -37 46 14.5,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1982-03*,  ,  ,  ,  CoD -38 946/S 7603,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
XY Ari,  02 56 39.67,  +19 26 34.,  ,  ,  ,  ,  ,  159,  -34,  dq,  0.252697,  ,  ,  13.5j-17.6j,  1992-33*,  ,  1992-33,  ,  ,  1996-56,  H 0253+193,  ,  ,  ,  ,  Y,  ,  ,  ,  Y,  ,  
V372 Per,  02 57 21.92,  +37 08 23.6,  12,  2,  -6,  6,  2000,  149,  -19,  ug,  ,  ,  ,  15.4B-<19.0B,  2003-115,  2003-115,  1987-04,  1987-04,  ,  ,  S 10153,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
LW Cas,  03 03 46.99,  +60 41 19.7,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  SVS 1144,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V400 Per,  03 09 13.58,  +47 07 40.0,  4,  6,  0.01,  0,  2000,  146,  -10,  na,  ,  1974.,  ,  7.8p-19.5B,  2003-115,  2003-115,  1987-08,  1987-08,  1976-02X,  *,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Eri,  03 11 20.,  -07 55 00.3,  0.00292,  0.0039,  -0.01498,  0.00389,  1999784,  189,  -52,  ugsu,  ,  ,  ,  15.5s-20.7V,  2006-22,  2006-22,  2004-50,  A9999-99,  2003-22S,  ,  SDSS J031051-075500,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
QY Per,  03 19 06.76,  +42 28 15.,  ,  ,  ,  ,  ,  149,  -13,  ugsu,  ,  ,  ,  14.2p-<20p,  ICRS,  ,  2000-19,  1994-36,  ,  *,  S 9178,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Per,  03 20 45.1,  +35 29 35.9,  ,  ,  ,  ,  ,  154,  -18,  n::,  ,  1853.,  ,  9.5v- ,  C00003*,  ,  1987-08,  1987-08:*,  ,  ,  BD +34 620,  NSV 15667,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
FT Cam,  03 22 53.84,  +61 05 26.7,  -14,  3,  16,  3,  2000,  140,  3,  ug,  ,  ,  ,  14.0B-<17.6B,  2003-115,  2003-115,  1999-20,  1999-20,  2003-05S,  *,  Antipin V64,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
VX For,  03 31 08.19,  -34 26 24.6,  ,  ,  ,  ,  ,  235,  -56,  ug:,  ,  ,  ,  12.7V-<19B,  ICRS*,  ,  1990-14,  1992-07*,  1990-14X:,  ,  For3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
GK Per,  03 31 31.45,  +43 54 15.4,  -0.0086,  0.0028,  -0.0172,  3,  2000,  151,  -10,  na/dq,  1.9968,  1901.,  ,  0.2v-13.9B,  2004-105,  2004-105,  1987-08/1995-41,  1987-08,  1983-12S,  1986-20,  BD +43 740a,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  Y,  ,  
VY For,  03 32 07.7,  -25 56 55.0,  0.01,  1,  -6,  8,  2000,  220,  -54,  am,  0.1586,  ,  ,  17.5V-19.2V,  2003-115,  2003-115,  1995-41,  1989-08,  1989-08S,  1989-08,  For1,   EXO 0329-2606,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
AF Cam,  03 33,  +58 47 22.5,  6,  1,  8,  3,  2000,  142,  2,  ug,  324,  ,  ,  13.4V-17.3V,  2003-115,  2003-115,  1987-04,  1987-04,  1985-07S,  2001-43,  SVS 1153,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Hor,  03 33 28.47,  -44 51,  ,  ,  ,  ,  ,  253,  -53,  cv,  67,  ,  ,  -,  2005-10,  ,  2005-10,  ,  ,  2005-10,  CTCV J0333-4451,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Tau,  03 34 34.32,  -00 05 53.5,  ,  ,  ,  ,  ,  185,  -43,  cv,  ,  ,  ,  20.5g-,  2006-05,  ,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J033328-000553,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
UZ For,  03 41 19.99,  -25 44 22.3,  ,  ,  ,  ,  ,  220,  -53,  am,  0.087865,  ,  ,  17.V-20.5V,  ICRS,  ,  1995-41,  1988-16,  1989-02S,  2001-116,  EXO 033319-2554.2,  ,  Y,  ,  ,  ,  Y,  Y,  ,  ,  Y,  
SZ For,  03 43 00.21,  -26 36 21.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-52*,  ,  ,  ,  PHL 4482?,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CW Cam,  03 43 13.84,  +57 33 56.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1927,  ,  -,  ,  ,  T00000*,  ,  ,  ,  BD +57 739,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V701 Tau,  03 46 06.27,  +21 57 08.4,  ,  ,  ,  ,  ,  168,  -26,  ugsu,  ,  ,  ,  14.1V-<21V,  1995-47,  ,  1995-47,  1995-47,  ,  *,  SVS 1972,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
OV Tau,  03 47 06.3,  +29 41 14.8,  0.0076,  0.0067,  -0.0032,  0.0066,  2000,  162,  -19,  nl,  ,  ,  ,  15.5p-16.5p,  2004-105,  2004-105,  1989-16,  1982-03,  1994-07S,  ,  S 10158,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
SZ Per,  03 50 46.91,  +34 19 18.,  ,  ,  ,  ,  ,  159,  -16,  n::,  ,  1853.,  ,  9.5v-<16.5p,  1908-01*,  ,  1987-08,  1987-08:*,  ,  ,  BD +33 715,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Tau2,  04 03 06.60,  +06 22 46.3,  ,  ,  ,  ,  ,  184,  -33,  nl/dq:,  0.1495,  ,  ,  14.6V-15.5V,  ICRS,  ,  2001-54,  1984-12,  1993-03S,  2001-43,  KUV 03580+0614,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Tau,  04 04 05.70,  +04 44 14.6,  ,  ,  ,  ,  ,  186,  -34,  cv:,  ,  ,  ,  15.8V-17.5V,  ICRS,  ,  1998-12,  A9999-99*,  1998-12S:,  ,  RX J0403.1+0444,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
FO Per,  04 09,  +51 14 48.3,  6,  1,  0,  1,  2000,  151,  0,  ug,  ,  ,  ,  11.8v-16.2p,  2003-115,  2003-115,  1987-04,  1987-04,  1989-06S,  *,  22.1939,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
VW Hyi,  04 09 12.21,  -71 17 41.6,  0.0427,  6,  0.0008,  6,  2000,  285,  -38,  ugsu,  0.074271,  ,  ,  8.5V-13.8V,  2004-105,  2004-105,  1987-20,  1982-03,  1983-14S,  1987-26,  RE J0409-7125,  Y,  Y,  ,  ,  Y,  Y,  Y,  Y,  Y,  Y,  
XZ Eri,  04 18 44.45,  -15 23 23.6,  ,  ,  ,  ,  ,  209,  -42,  ug/ugsu,  0.061159,  ,  ,  14.6p-18.7p,  ICRS,  ,  1982-03/2001-79,  1982-03,  1992-01S,  2004-79,  HV 6276,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
NS Per,  04 21 12.23,  +51 07 30.6,  ,  ,  ,  ,  ,  152,  1,  ug,  ,  ,  ,  14.3V-18.0V,  ICRS,  ,  1987-04,  1987-04,  1989-06S,  ,  S 8554,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Eri,  04 31 15.41,  -19 45 30.4,  -34,  4,  -38,  4,  2000,  216,  -41,  am,  ,  ,  ,  16.6v- ,  2003-115,  2003-115,  2000-29,  2002-118,  2002-118S,  *,  1RXS J042556-194534,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cam,  04 35 40.71,  +58 45 07.9,  ,  ,  ,  ,  ,  148,  7,  n:,  ,  1980.,  ,  8.5p- ,  1981-17,  ,  1981-18,  A9999-99*,  ,  ,  NSV 16032,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
FY Per,  04 43 21.38,  +50 42 36.0,  0.0173,  0.0036,  -0.0129,  0.0033,  2000,  155,  3,  ux/ugz,  0.2585,  ,  ,  12.3B-14.5B,  2004-105,  2004-105,  1989-16,  1964-02,  1994-07S,  2002-19,  640.1936,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V392 Per,  04 49 54.13,  +47 21 26.6,  8,  1,  -0.01,  11,  2000,  158,  1,  ugZ:,  ,  ,  ,  15p-17.4V,  2003-115,  2003-115,  2000-01,  1970-03*,  2000-01S,  ,  S 10653,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
RS Cae,  04 57 42.21,  -42 13 39.2,  ,  ,  ,  ,  ,  247,  -39,  am,  ,  ,  ,  18.4V-19.6V,  ICRS,  ,  1996-06,  1996-06,  1996-06S,  *,  Cae1,   RX J0453-4213,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  
V1208 Tau,  05 01 08.08,  +19 26 23.2,  ,  ,  ,  ,  ,  182,  -14,  ugsu,  ,  ,  ,  18V- ,  ICRS,  ,  2000-24,  1996-09,  1996-09S,  *,  Tau3/RX J0459+1926,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V1062 Tau,  05 02 50.94,  +24 45 23.4,  -0.0055,  5,  0.0023,  5,  2000,  178,  -10,  dq,  0.41284,  ,  ,  15.1B-16.1B,  2004-106,  2004-106,  1994-46,  1994-10,  1994-10S,  2004-33,  Tau1,   1H 0459+246,  Y,  ,  ,  Y,  Y,  Y,  Y,  ,  Y,  
Tau4,  05 03 38.48,  +16 24 22.0,  34,  15,  -0.03,  5,  2000,  185,  -15,  am,  ,  ,  ,  17.1V- ,  2003-115,  2003-115,  2005-66,  1996-09,  1996-09S,  ,  RX J0502.8+1624,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cep,  05 07 12.1,  +83 19 23.1,  ,  ,  ,  ,  ,  129,  24,  nl,  0.148728,  ,  ,  14.7V-,  ICRS,  ,  2002-63,  2005-41,  2002-63S,  2002-63,  HS 0455+8315,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Cam,  05 14 25.49,  +77 28 42.8,  ,  ,  ,  ,  ,  135,  21,  vy,  0.1477,  ,  ,  15.1B-18.5B,  ICRS,  ,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0506+7725,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
UU Pic,  05 14 58.,  -52 53 52.2,  ,  ,  ,  ,  ,  260,  -36,  nl,  ,  ,  ,  >19.5j-20.5j,  ICRS,  ,  1994-11,  1994-11,  1994-11S,  ,  Pic2,   V0514-5253,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
XX Tau,  05 19 55.79,  +16 43 00.7,  6,  3,  2,  4,  2000,  187,  -12,  na,  ,  1927.75,  ,  5.9p-18.5p,  2003-115,  2003-115,  1987-08,  1987-08,  2005-01S,  *,  100.1927,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aur,  05 27 28.20,  +42 44 50.2,  ,  ,  ,  ,  ,  166,  4,  am/dq,  0.109148,  ,  ,  -,  ICRS,  ,  2002-111,  A9999-99,  ,  2004-103,  1RXS J052430+424449,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
BB Dor,  05 31 08.82,  -58 54 46.3,  0.0026,  0.0058,  0.0033,  6,  2000,  268,  -33,  nl,  0.14923,  ,  ,  14.3B-<18.B,  2004-105,  2004-105,  2001-56,  A9999-99,  2001-56S,  2002-103,  EC 05287-5857,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
FS Aur,  05 48 22.90,  +28 35 11.2,  0.0132,  0.0058,  -0.0092,  0.0058,  2000,  181,  0,  ug,  0.0595,  ,  ,  14.4v-16.2v,  2004-105,  2004-105,  1992-32,  1982-03,  1983-12S,  1996-73,  S 3946,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
LU Cam,  05 58 20.18,  +67 53 46.4,  -8,  1,  -6,  2,  2000,  146,  20,  ug,  0.15,  ,  ,  14.0p-17.0B,  2003-115,  2003-115,  2000-80,  2002-124,  2000-80S,  2004-86,  RX J0558+6753,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V529 Ori,  06 00 02.02,  +20 15 45.1,  ,  ,  ,  ,  ,  189,  -2,  n::,  ,  1667.,  ,  6v-20.5p,  ICRS,  ,  1987-08,  2000-28*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cam1,  06 00 33.30,  +77 51 31.0,  ,  ,  ,  ,  ,  136,  24,  cv:,  ,  ,  ,  18.5v- ,  ICRS,  ,  1995-12,  A9999-99,  ,  ,  FBS 0552+779,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Lep,  06 03 09.,  -27 09 18.5,  ,  ,  ,  ,  ,  233,  -22,  am,  ,  ,  ,  19V- ,  ICRS,  ,  1999-12,  A9999-99,  1999-12S:,  ,  RXS J0600.5-2709,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
AD Men,  06 07 33.8,  -71 25 22.4,  ,  ,  ,  ,  ,  282,  -29,  ugSS,  ,  ,  ,  15.0p-16.6p,  ICRS,  ,  1995-07/T00000,  2003-19*,  2005-12S,  ,  HV 12703,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
