 FI Cas, 00 06 09.96, +55 58 50.7,-21,5, -0.0048,5,2000,117,-6, ugSS, , , , 15.0p-18.5p, 2004-106, 2004-106, 1987-04/T00000, 1987-04, 2000-01S, , 230.1940, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 06 09.96+++55 58 50.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 32 23.1, +25 48 21., , , , , ,118,-37, n::, , 1974., , 9.5p-15.p, C00005, , T00003, A9999-99*, , , NSV 15112, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 32 23.1+++25 48 21.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet6, 00 33 34.39, -19 21 33.7, , , , , , , , non-cv, , , , - , , , 2000-01*, , , , KUV 00311-1938, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 33 34.39++-19 21 33.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet, 00 33 43.57, -28 12 43.2, , , , , ,16,-86, cv:, , , , 20.6b-, 2004-77, , 2004-77, 2004-77, 2004-77S, , 2QZ J003343.5-281243, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 33 43.57++-28 12 43.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 VZ Tuc, 00 34 01., -73 16 16.2, , , , , ,305,-44, NA, , 1927.96, , 11.4p-<18p, ICRS, , T00000, 1991-12*, , , HV 6334, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 34 01.++-73 16 16.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet, 00 34 01.74, -28 08 18.0,22,14, 0.03,2,2000,17,-86, cv:, , , , 20.5b-, 2003-115, 2003-115, 2004-77, 2004-77, 2004-77S, , 2QZ J003401.7-280819, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 34 01.74++-28 08 18.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Psc, 00 34 48., +10 18 00., , , , , , , , non-ex, , 1907., , - , , , T00001*, , , , NSV 206, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 34 48.+++10 18 00.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 LT And, 00 35 24.29, +39 46 17.2, , , , , ,120,-23, UG, , , , 18.1B-19.4B, ICRS*, , T00000, 1970-01, , , M31 V0011, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 35 24.29+++39 46 17.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 37 50.3, +41 21 12., , , , , ,120,-21, N:, , 1965.60, , 19.6B- , 1995-42, , 1995-42*, 1971-02*, , , S 10754, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 37 50.3+++41 21 12.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 38 47.6, +41 04 37., , , , , ,120,-22, N:, , 1972., , 17.2B-21B, C00001, , T00001*, 1973-05*, , , NSV 238, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 38 47.6+++41 04 37.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 41 23.68, +41 15 00.4, , , , , ,121,-22, UG:, , 1966., , 16.4p- , 1995-42, , 1995-42*, 1973-04*, , , Rosino N 66, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 41 23.68+++41 15 00.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 41 40.92, +41 03 36.6, , , , , ,121,-22, NR:, , 1926.45, , 16.9p- , 1995-42, , 1995-42*, 1973-04*, , , Rosino N 39, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 41 40.92+++41 03 36.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Tuc, 00 42 57.17, -73 22 52.3, , , , , ,304,-44, ug:, , , , 18.2I-20.7I, 2003-09, , 2003-09, , , , OGLE 004257-732252, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 42 57.17++-73 22 52.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 42 57.64, +41 08 11.9, , , , , ,121,-22, UG:, , 1963., , 17.8p- , 1995-42, , 1995-42*, 1973-04*, , , Rosino N 48, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 42 57.64+++41 08 11.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 43 06.4, +41 30 13.4, , , , , ,121,-21, ugz:, , , , 18.2V-<23.0V, 2003-58, , 2003-58, 2003-58*, , , D31J04306.4+413013, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 43 06.4+++41 30 13.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 43 08.61, +41 12 47.6, , , , , ,121,-22, am/dq::, , , , -, 2004-40, , 2004-40*, , , , XMMU J004308+411247, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 43 08.61+++41 12 47.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 BL Psc, 00 44 01.35, +09 32 58.3, , , , , , , , non-cv, , , , - , , , 1995-28*, , , , RE 0044+093, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 44 01.35+++09 32 58.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 IO And, 00 48 19.03, +39 41 12.0, , , , , , , , non-cv, , , , - , , , 1999-09*, , , , S 10785, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 48 19.03+++39 41 12.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 49 56., +43 37 45., , , , , ,123,-19, N:, , 1971., , 16.5B-21B, C00001, , T00001*, 1973-05*, , , NSV 312, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 49 56.+++43 37 45.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 00 50 01., +43 33 56., , , , , ,123,-19, N:, , 1971., , 16.2B-21B, C00001, , T00001*, 1973-05*, , , NSV 313, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 50 01.+++43 33 56.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Psc, 00 51 26.97, +09 21 32.8, , , , , , , , non-cv, , , , - , , , 1994-49*, , , , PG 0048+091, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 51 26.97+++09 21 32.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Psc1, 00 53 40.13, +17 09 43.7, , , , , , , , non-cv, , , , - , , , 1994-49*, , , , PG 0051+169, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 53 40.13+++17 09 43.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Tuc, 00 57 18.12, -72 42 35.0, , , , , ,302,-44, n/z and, , , , 15.5I-21.0I, 2003-09, , 2003-09, , , , OGLE 005718-724235, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 57 18.12++-72 42 35.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Scl2, 00 59 28.43, -26 30 54.8, , , , , , , , non-cv, , , , - , , , 1998-13*, , , , LTT 560/G 269-70, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 59 28.43++-26 30 54.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 IZ And, 01 07 03.88, +42 43 12.3, , , , , ,126,-20, UG, , , , 15.6p-20.5p, ICRS, , T00000, 1975-05, , , S 10794, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 07 03.88+++42 43 12.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet7, 01 09 34.83, -08 00 33.2,-12,2,-2,6,2000,136,-70, nl:, , , , 15p- , 2003-115, 2003-115, 1988-07, 1988-07, 1988-07S, , FBS 0107-082, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 09 34.83++-08 00 33.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Scl, 01 09 46.19, -27 45 23.4, , , , , ,223,-86, cv, , , , 19.9b-, ICRS, , 2001-49, A9999-99*, 2001-49S, , 2QZ J010946.1-274524, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 09 46.19++-27 45 23.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Psc, 01 09 59.21, +28 01 25.5, , , , , , , , non-cv, , , , -, , , 2002-19*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 09 59.21+++28 01 25.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 XY Psc, 01 10 11.27, +03 32 33.9,8,8,-82,16,2000,132,-59, UG:, , , , 13.0p-<18.5p, 2003-115, 2003-115, T00000, 2001-50, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 10 11.27+++03 32 33.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FN And, 01 11 57.59, +35 17 24.1, -0.0027,5, -0.0025,5,2000,128,-27, ug, , , , 13.5p-19.3V, 1987-28, 1987-28, 1987-04, 1987-04*, 2000-01S, , S 9505, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 11 57.59+++35 17 24.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V418 Cas, 01 12 59.89, +62 10 47.6, , , , , , , , non-cv, , , , - , , , T00000*, , , , S 9142, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 12 59.89+++62 10 47.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And3, 01 14 44., +35 37 09., , , , , ,128,-27, N:, , , , 10p-<13P, 1876-01, , T00001, A9999-99*, , , NSV 447, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 14 44.+++35 37 09.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 BE Tuc, 01 16 58.33, -73 43 10.4, , , , , , , , non-cv, , , , - , , , 1982-03*, , , , HV 2205, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 16 58.33++-73 43 10.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Psc, 01 17 37.5, +05 10 40., , , , , ,135,-57, n:, , , , 18.B-21.5B, C00005, , 1977-05, 1977-05*, 1977-05X:, , NSV 15271, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 17 37.5+++05 10 40.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cas3, 01 18 25.6, +63 42 08., , , , , ,126,1, n:, , , , 10p-18p, ICRS*, , 1990-19, 1962-03*, , , ISV 0115+63, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 18 25.6+++63 42 08.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AH Psc, 01 21 32.6, +09 40 59., , , , , ,135,-52, N:, , , , 9.5v-<14v, 1938-01*, , T00000, A9999-99*, , , BD +8 215, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 21 32.6+++09 40 59.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Hyi, 01 22 53.3, -75 21 14.0, , , , , , , , non-cv, , , , -, , , 1995-72*, , , , RX J012254.1-752117, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 22 53.3++-75 21 14.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UY Phe, 01 23 11.00, -42 18 33.8, , , , , , , , non-cv, , , , - , , , 1986-17*, , , , S 7154, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 23 11.00++-42 18 33.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 01 27 50.60, +38 08 12.6, , , , , ,131,-24, cv, , , , 17.3B- , ICRS, , 1999-16, 1998-23, 1999-16S, , 1RXS J0127+3808, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 27 50.60+++38 08 12.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AS Psc, 01 28 08.37, +31 14 57.3, , , , , ,132,-31, ugsu:, , 1963., , 16.6p-21.5p, 2002-37, , 2001-61, 2002-37*, , , S 10828, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 28 08.37+++31 14 57.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 01 28 28.98, +38 54 36.9,2,1, -0.01,3,2000,131,-23, cv::, , , , 15.0V-, 2003-115, 2003-115, 2002-69, 1990-39, , , FBS 0125+386, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 28 28.98+++38 54 36.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 KU Cas, 01 31 02.37, +57 54 13.4,2,1,16,2,2000,128,-4, ugSS, , , , 13.3p-19.7B, 2003-115, 2003-115, 1987-04/T00000, 1987-04, 2000-01S, , S 3883, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 31 02.37+++57 54 13.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 And, 01 31 26.07, +36 02 39.7,-14,5,36,8,2000,132,-26, cv, , , , 16.5B- , 2003-115, 2003-115, 2000-80, 2000-80, 2000-80S, , RX J0131.4+3602, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 31 26.07+++36 02 39.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 TX Tri, 01 37 37.20, +30 02 48.8,-4,4,-2,0,2000,135,-32, ugss, , , , 14.5B-18.2B, 2003-115*, 2003-115, 1981-18, 1981-18, 2000-01X, , SVS 2289, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 37 37.20+++30 02 48.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Tri, 01 39 52.27, +29 21 19.8, , , , , , , , non-cv, , , , -, , , 2002-22*, , , , NSV 15358/S 10832, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 39 52.27+++29 21 19.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Tri, 01 46 48.46, +31 52 24.7, , , , , , , , non-cv, , , , - , , , 2000-80*, , , , RX J0146.8+3152, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 46 48.46+++31 52 24.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 For2, 01 48 07.89, -25 32 42.3, , , , , , , , non-cv, , , , - , , , 1995-07*, , , , GD 1401, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 48 07.89++-25 32 42.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cas4, 01 55 10.41, +69 42 40.4,-112,4,-6,1,2000,128,8, nl:, , , , 17.8V- , 2003-115, 2003-115, 1995-34*, 1995-34, , , Lanning 159, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 55 10.41+++69 42 40.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UZ Tri, 01 58 24.7, +33 31 30., , , , , ,139,-27, N:, , 1980., , >14.2p-21.0p, ICRS, , T00000, 1986-14*, , , S 10911, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 58 24.7+++33 31 30.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 For, 01 59 40.71, -28 10 40.6, , , , , ,221,-75, cv, , , , 12.0V-19.7b, 2004-77, , 2004-77*, 2004-77, 2004-77S, , 2QZ J015940.6-281040, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 59 40.71++-28 10 40.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet, 01 59 50.2, +00 23 42., , , , , , , , non-cv, , , , -, , , 1983-26*, , , , PG 0157+001, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 59 50.2+++00 23 42.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet, 02 06 44.51, -02 12 17.3, , , , , , , , non-cv, , , , -, , , 2005-56*, , , , FBS 0204-024, PB 6657, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 06 44.51++-02 12 17.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UW Per, 02 12 29.54, +57 05 18.5, , , , , ,134,-4, ug or n, , , , 15.p-18.9V, 2000-28, , 1987-08, 2000-28*, , , 21.1912, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 12 29.54+++57 05 18.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cep2, 02 22 22.75, +78 54 38.0, , , , , , , , non-cv, , , , -, , , 2002-31*, , , , NSV 786, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 22 22.75+++78 54 38.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 XX Cet, 02 22 39.98, -19 32 47.3, , , , , , , , non-cv, , , , - , , , 1993-21*, , , , PHL 4037, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 22 39.98++-19 32 47.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FS And, 02 25 55.03, +37 34 05.3,-7,5, -0.0044,5,2000,143,-21, ugsu:, , , , 14.5p-<17.5p, 1987-28, 1987-28, 2001-61, 1987-04, 1989-06S, , S 9519, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 25 55.03+++37 34 05.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Per, 02 29 37.05, +52 25 40.0, , , , , ,138,-8, N:, , 1873., , 8.9v-14v, ICRS, , T00001, A9999-99*, , , NSV 837, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 29 37.05+++52 25 40.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 KW And, 02 35 17.99, +41 14 02.6,0,4,6,1,2000,143,-17, UG, , , , 14.8p-22p, 2003-115, 2003-115, 1997-07, 1977-08, 1997-07S, , SVS 2206, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 35 17.99+++41 14 02.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet5, 02 35 40.44, -13 21 11.5, , , , , ,189,-62, UG:, , , , 18.1p-19.5p, ICRS, , T00001*, 1960-01, , , NSV 870, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 35 40.44++-13 21 11.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Per, 02 42 09.1, +43 21 08., , , , , ,143,-15, ug/sn, , , , 11.7p-20p, 1953-03*, , T00001, 1953-03*, , , NSV 895, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 42 09.1+++43 21 08.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 PT Per, 02 42 51.23, +56 41 31.3, , , , , ,138,-3, ug, , , , 15p-18.5V, ICRS, , 2000-95, 1987-04, 1992-06X*, , S 9530, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 42 51.23+++56 41 31.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet1, 02 42 53.45, +06 47 45.6, , , , , ,165,-47, cv, , , , 16.4B- , ICRS, , 1986-06*, 1986-06, 1999-09S, , PG 0240+066, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 42 53.45+++06 47 45.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Per, 02 46 02.33, +34 55 08.4, , , , , ,148,-22, ug, , , , 14.1p-<17.6p, 2004-73, , 2004-73, 2004-73, , , Antipin V80, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 46 02.33+++34 55 08.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 SU Ari, 02 48 30., +17 21 47., , , , , ,159,-37, n:, , 1854., , 9.5v-<14.5v, C00003*, , 1987-08, 1987-08:, , , BD +16 354, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 48 30.+++17 21 47.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cet, 02 50 03.06, +01 09 30.7, , , , , , , , non-cv, , , , - , , , 1993-21*, , , , US 3215, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 50 03.06+++01 09 30.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Oct, 02 50 25.31, -87 30 22.4, 0.0128, 0.0034, 0.0023, 0.0032,2000,302,-29, nl, , , , 13.0p-14.0p, 2004-105, 2004-105, 2005-56, 2005-56, 2005-56S, , LB 9963, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 50 25.31++-87 30 22.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
